hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.304504 53.2923701, -6.3040061 53.2923547, -6.3038774 53.2924112, -6.3038185 53.2923554, -6.3042379 53.2921803, -6.3043752 53.2922726, -6.304504 53.2923701))",parking,
"POLYGON ((-6.3609594 53.2868792, -6.3610369 53.2868679, -6.3614425 53.2868079, -6.3613152 53.2865025, -6.3612739 53.2864002, -6.3594891 53.2867381, -6.3595138 53.2867982, -6.3595983 53.2867847, -6.3596239 53.2868411, -6.3596843 53.2869662, -6.3595179 53.2869898, -6.3595416 53.287049, -6.3595105 53.2870535, -6.3595389 53.2871202, -6.3596445 53.2871051, -6.3596605 53.2871447, -6.3596733 53.2871764, -6.3597677 53.2871638, -6.3597761 53.2871841, -6.3598021 53.2872479, -6.359709 53.2872604, -6.3597235 53.2872958, -6.3597312 53.2873151, -6.3597482 53.2873576, -6.3596481 53.2873716, -6.3595841 53.287381, -6.359672 53.2876007, -6.3596475 53.2876043, -6.3596269 53.2876074, -6.3596334 53.2876263, -6.3596142 53.2876287, -6.3595857 53.2876323, -6.359588 53.2876532, -6.3596004 53.2876837, -6.3596196 53.287718, -6.3597267 53.2877404, -6.3597369 53.2877319, -6.3598004 53.2877545, -6.3599141 53.2876482, -6.3598553 53.2876251, -6.3598791 53.287603, -6.3598942 53.2876, -6.3599077 53.2876318, -6.3600228 53.2876165, -6.3600449 53.2876138, -6.3600311 53.2875726, -6.3604397 53.2875161, -6.3603158 53.2872111, -6.3603074 53.2871901, -6.3602037 53.2872055, -6.3601409 53.287208, -6.3600913 53.2872068, -6.3600323 53.287204, -6.359974 53.2871974, -6.3599315 53.287187, -6.3598993 53.2871727, -6.3599491 53.2871661, -6.3599466 53.2871598, -6.3599002 53.287046, -6.3599037 53.287046, -6.359907 53.2870459, -6.3598058 53.2868019, -6.3602712 53.2867329, -6.3602666 53.2867218, -6.3608363 53.2866374, -6.3608765 53.2867341, -6.3609269 53.2867267, -6.3609814 53.2868578, -6.3609523 53.2868621, -6.3609594 53.2868792))",parking,
"POLYGON ((-6.3563545 53.267055, -6.3562434 53.2670567, -6.3561711 53.2670396, -6.3560234 53.2670381, -6.3558884 53.2670467, -6.3557706 53.2670473, -6.3556706 53.2670391, -6.3555858 53.2670221, -6.3555325 53.2669847, -6.3554955 53.2665721, -6.3554707 53.2662951, -6.3562701 53.2662779, -6.3563545 53.267055))",parking,
"POLYGON ((-6.4363606 53.347554, -6.4365409 53.3470273, -6.4362033 53.3469762, -6.4360368 53.3469509, -6.4359061 53.3473355, -6.4361431 53.3473688, -6.4360872 53.3475041, -6.4363606 53.347554))",parking,
"POLYGON ((-6.35579 53.2853128, -6.3557169 53.2853221, -6.3554129 53.2853681, -6.3553623 53.285348, -6.3553433 53.2852953, -6.3553747 53.2852915, -6.3553703 53.2852787, -6.3553665 53.2852678, -6.3553358 53.2852723, -6.3553028 53.2851915, -6.3553357 53.2851874, -6.3553295 53.2851735, -6.3553252 53.2851636, -6.355294 53.2851683, -6.3552502 53.2850799, -6.3552185 53.2850251, -6.3551552 53.2848365, -6.3553304 53.2848249, -6.3556237 53.284803, -6.3556277 53.2848186, -6.3556703 53.2849862, -6.3556768 53.2850038, -6.3556894 53.2850409, -6.355778 53.2852812, -6.35579 53.2853128))",parking,
"POLYGON ((-6.375899 53.3481164, -6.3764025 53.348149, -6.3763893 53.3482195, -6.3762084 53.3482071, -6.3761192 53.3486157, -6.3763591 53.3486345, -6.3763293 53.3487883, -6.3762519 53.3487845, -6.3761871 53.3487786, -6.3756558 53.3487356, -6.3758179 53.3482312, -6.3761563 53.3482489, -6.3761644 53.3481916, -6.3758899 53.3481739, -6.375899 53.3481164))",parking,
"POLYGON ((-6.3781436 53.3509698, -6.3779987 53.350346, -6.3792202 53.3502808, -6.3794655 53.3502751, -6.3795006 53.3504682, -6.379751 53.3504527, -6.3797645 53.350515, -6.3799915 53.3505042, -6.3803592 53.3504857, -6.3803631 53.3504988, -6.3803673 53.3505748, -6.3800133 53.3505757, -6.3797557 53.3506068, -6.3781436 53.3509698))",parking,
"POLYGON ((-6.2838218 53.3418739, -6.2831087 53.3418784, -6.2822993 53.3418806, -6.2823002 53.3418209, -6.2823016 53.3417384, -6.2823011 53.3417268, -6.283024 53.3417188, -6.2830246 53.3416009, -6.283139 53.3416007, -6.2831387 53.3415274, -6.2838015 53.3415371, -6.2838314 53.3416798, -6.2837971 53.3417477, -6.2838088 53.3417786, -6.2838287 53.3418086, -6.2838218 53.3418739))",parking,Guinness Storehouse
"POLYGON ((-6.373771 53.318208, -6.3737988 53.318462, -6.3736803 53.318464, -6.3736803 53.3185203, -6.3728823 53.3185161, -6.3728405 53.3185452, -6.3723561 53.3185712, -6.3722955 53.3185744, -6.3722751 53.3184927, -6.3722538 53.3184071, -6.372725 53.318368, -6.3727387 53.3184261, -6.3727609 53.3184246, -6.3727594 53.3184181, -6.3727117 53.3182061, -6.3727643 53.3182018, -6.3727798 53.3181926, -6.3727792 53.3181797, -6.3722244 53.3182295, -6.3721929 53.3180883, -6.3722578 53.3180805, -6.3728724 53.318076, -6.3728701 53.3180945, -6.3734682 53.318099, -6.3736027 53.3181002, -6.3736723 53.3181201, -6.3737305 53.3181368, -6.3737665 53.3181826, -6.373771 53.318208))",parking,Ibis Hotel
"POLYGON ((-6.4237827 53.3469413, -6.4241241 53.3469692, -6.4244236 53.3470584, -6.4243117 53.3472727, -6.4242826 53.3473216, -6.423842 53.3472282, -6.4236952 53.3472503, -6.4235438 53.3471944, -6.4236957 53.3470127, -6.4237827 53.3469413))",parking,
"POLYGON ((-6.4242733 53.3477492, -6.4241628 53.3477273, -6.4244266 53.3473354, -6.4245178 53.3473537, -6.4242733 53.3477492))",parking,
"POLYGON ((-6.4223669 53.3467375, -6.4229395 53.3467936, -6.4229471 53.3468321, -6.4232677 53.3468807, -6.4233199 53.3469148, -6.4233091 53.3470069, -6.4233745 53.3470188, -6.4233365 53.3471054, -6.4232317 53.3473719, -6.4221569 53.3471141, -6.4222637 53.346743, -6.4223669 53.3467375))",parking,
"POLYGON ((-6.4234393 53.3478822, -6.4232577 53.3481927, -6.4231841 53.3481751, -6.4230958 53.3483246, -6.4231693 53.3483462, -6.4231215 53.3484347, -6.4227546 53.3483537, -6.4230738 53.3477957, -6.4234393 53.3478822))",parking,
"POLYGON ((-6.5154312 53.3544969, -6.5152444 53.3546054, -6.5149175 53.3547776, -6.5142837 53.3551058, -6.5141068 53.3551999, -6.5140975 53.3552172, -6.5140909 53.3552502, -6.5141073 53.3552946, -6.5147752 53.3557506, -6.5148306 53.3557217, -6.5148806 53.35575, -6.5149047 53.3557562, -6.5149475 53.3557509, -6.5149631 53.3557484, -6.5149841 53.3557396, -6.5151841 53.355636, -6.5155643 53.3554345, -6.5159485 53.3552354, -6.5162776 53.3550656, -6.516287 53.3550376, -6.5162737 53.3550113, -6.5162564 53.3549819, -6.5159334 53.3547596, -6.5155847 53.3545226, -6.5155292 53.3545515, -6.5154312 53.3544969))",parking,Car Park 7
"POLYGON ((-6.5101557 53.3547345, -6.510713 53.3544428, -6.5106656 53.354411, -6.5107194 53.354369, -6.5107244 53.3543496, -6.5107107 53.354317, -6.5106884 53.3542979, -6.5106635 53.3542768, -6.510621 53.3542542, -6.5105692 53.3542423, -6.5105241 53.3542381, -6.5104781 53.3542436, -6.5104441 53.3542587, -6.5103967 53.3542269, -6.5098667 53.3545097, -6.5099717 53.3545823, -6.5100688 53.3546469, -6.5101081 53.3547026, -6.5101557 53.3547345))",parking,Visitors Car Park
"POLYGON ((-6.5160095 53.3561379, -6.5154371 53.3557487, -6.5155616 53.3556796, -6.5160983 53.3553928, -6.5161831 53.3554523, -6.5162386 53.3554234, -6.5167643 53.3557827, -6.516709 53.3558115, -6.5167398 53.3558308, -6.5167447 53.3558473, -6.5167435 53.3558624, -6.5167349 53.3558833, -6.5164133 53.3560503, -6.5162504 53.3561306, -6.5162059 53.3561444, -6.5161676 53.3561619, -6.5160649 53.356109, -6.5160095 53.3561379))",parking,Car Park 6
"POLYGON ((-6.5178076 53.3553261, -6.5170867 53.3557183, -6.5163964 53.3552411, -6.516566 53.3551518, -6.5169655 53.3549442, -6.5171216 53.3548536, -6.5172116 53.3549194, -6.5178076 53.3553261))",parking,Car Park 8
"POLYGON ((-6.5175744 53.3521531, -6.5174267 53.3522304, -6.5168866 53.3518623, -6.5170343 53.3517851, -6.5175744 53.3521531))",parking,
"POLYGON ((-6.2977048 53.2645109, -6.297615 53.2642429, -6.2975366 53.2640325, -6.2972309 53.2640579, -6.2971488 53.2640736, -6.2972348 53.2642971, -6.2973547 53.2645097, -6.2977048 53.2645109))",parking,
"POLYGON ((-6.3723067 53.3436337, -6.3723624 53.3434406, -6.3723853 53.3431742, -6.3724662 53.3429298, -6.3725385 53.3427112, -6.3725937 53.3425452, -6.3727469 53.3420405, -6.3727823 53.3419065, -6.3730011 53.3419037, -6.3734412 53.3418866, -6.3747593 53.3418468, -6.3765002 53.3417986, -6.3781699 53.3417479, -6.3799761 53.3416992, -6.3800283 53.341756, -6.3811185 53.3420556, -6.3820111 53.3421097, -6.3823895 53.3421872, -6.383441 53.3427652, -6.383316 53.3428136, -6.3829814 53.3428386, -6.3827124 53.342865, -6.3826565 53.3428727, -6.3826813 53.3429335, -6.3826737 53.3429454, -6.3825941 53.3429624, -6.3824939 53.342984, -6.3824877 53.3429729, -6.3824788 53.3429572, -6.3824746 53.3429487, -6.3819499 53.3430482, -6.3818137 53.3430829, -6.3816741 53.3431224, -6.3815581 53.343184, -6.3814947 53.3432378, -6.3812546 53.3434738, -6.381004 53.3436615, -6.3809085 53.3436799, -6.3808561 53.3436858, -6.3808036 53.343692, -6.3807347 53.3437069, -6.3807084 53.3437127, -6.3806879 53.3437171, -6.3804774 53.3437569, -6.3803216 53.3438308, -6.380212 53.3439957, -6.3801252 53.3441809, -6.3800629 53.3443661, -6.3795678 53.3442482, -6.3795438 53.3442431, -6.3795127 53.3442357, -6.3784066 53.3442231, -6.3783643 53.3442209, -6.3782813 53.3442165, -6.3781375 53.3441018, -6.3780898 53.3440852, -6.3779382 53.3440326, -6.3773504 53.3439366, -6.3773011 53.3439285, -6.3770202 53.3444243, -6.3765824 53.3443065, -6.3761134 53.3442053, -6.3754676 53.3441227, -6.3735463 53.3438662, -6.3733926 53.3438408, -6.3729824 53.3437764, -6.3723905 53.3437072, -6.3723067 53.3436337))",hospital,Cherry Orchard Hospital
"POLYGON ((-6.3206685 53.3478268, -6.3206346 53.3479308, -6.3206002 53.3480361, -6.3203985 53.3480126, -6.3200436 53.3479714, -6.3200807 53.3478577, -6.3201119 53.3477621, -6.3204117 53.3477969, -6.3206685 53.3478268))",parking,
"POLYGON ((-6.5226403 53.324117, -6.5226945 53.324166, -6.5243954 53.3238035, -6.5243748 53.3237585, -6.5240601 53.323571, -6.5242031 53.3234836, -6.5240817 53.3234055, -6.5239895 53.3233494, -6.5240369 53.3233203, -6.5236052 53.3230625, -6.5235577 53.3230915, -6.5234861 53.3230334, -6.5234366 53.3230055, -6.5228604 53.323363, -6.5227508 53.3234202, -6.5223756 53.3236533, -6.522425 53.3236812, -6.5222688 53.3237781, -6.5222579 53.3237903, -6.5222493 53.3238073, -6.5223112 53.3238483, -6.5222767 53.3238715, -6.52228 53.3238834, -6.5226403 53.324117))",parking,Hazelhatch & Celbridge Park and Ride
"POLYGON ((-6.5014925 53.3425683, -6.5009875 53.3427957, -6.5007102 53.3425745, -6.5012112 53.3423479, -6.5014485 53.3425353, -6.5014925 53.3425683))",parking,
"POLYGON ((-6.500628 53.3420669, -6.5008694 53.3422556, -6.5009123 53.3422891, -6.5005584 53.3424505, -6.5002741 53.3422283, -6.5003685 53.3421853, -6.500628 53.3420669))",parking,
"POLYGON ((-6.5004136 53.3406826, -6.5007946 53.3405123, -6.5003929 53.3402007, -6.5003369 53.3402264, -6.5003089 53.3402908, -6.5002422 53.3403238, -6.5001974 53.3402904, -6.5000164 53.3403716, -6.5000693 53.3404098, -6.5000151 53.3404363, -6.5002678 53.3406344, -6.5003703 53.3406492, -6.5004136 53.3406826))",parking,
"POLYGON ((-6.5149952 53.3433996, -6.5149709 53.3433587, -6.5147668 53.3434026, -6.5147219 53.3433572, -6.5146981 53.3433165, -6.5146611 53.3433234, -6.5146373 53.3432827, -6.5145933 53.3432913, -6.5145842 53.3432415, -6.514559 53.3432003, -6.5145348 53.3431595, -6.5145132 53.3431102, -6.5144638 53.3430282, -6.5144487 53.3429967, -6.5144766 53.3429547, -6.5145065 53.3429227, -6.5145436 53.3429051, -6.5147507 53.342862, -6.515272 53.3427539, -6.5152951 53.3427946, -6.515329 53.3428841, -6.5153424 53.3429512, -6.5153505 53.3429928, -6.5153533 53.3430743, -6.5153527 53.3431783, -6.5153301 53.3432505, -6.5152952 53.3433229, -6.5152711 53.3433409, -6.5149952 53.3433996))",parking,
"POLYGON ((-6.2867735 53.3484763, -6.2879714 53.3485211, -6.2879565 53.3486633, -6.2881469 53.3486704, -6.2881289 53.3488412, -6.2877453 53.3488269, -6.2872653 53.3488089, -6.2872005 53.3487318, -6.2866406 53.3487109, -6.2866494 53.3486269, -6.286484 53.3486207, -6.2865344 53.3481409, -6.2868077 53.3481511, -6.2867777 53.348437, -6.2867735 53.3484763))",parking,Museum Car Park
"POLYGON ((-6.2832161 53.3122476, -6.2832228 53.3122297, -6.2832764 53.3120861, -6.2833891 53.3117991, -6.2828632 53.311717, -6.2826974 53.3121463, -6.2832161 53.3122476))",parking,
"POLYGON ((-6.3413918 53.3049656, -6.3414025 53.304774, -6.3413958 53.3047404, -6.34137 53.3047036, -6.3413222 53.3046778, -6.3412212 53.3046557, -6.340374 53.3046313, -6.34002 53.3046281, -6.3399957 53.3049327, -6.3408352 53.3049512, -6.3410082 53.3049431, -6.3410431 53.3049367, -6.3410726 53.3049359, -6.3411262 53.3049536, -6.341145 53.3050056, -6.3412134 53.3050097, -6.3412898 53.3050161, -6.3412939 53.3049776, -6.3413059 53.3049656, -6.3413918 53.3049656))",parking,
"POLYGON ((-6.2994208 53.3384095, -6.2997964 53.338963, -6.2998197 53.3390208, -6.2998046 53.3390477, -6.2999682 53.3391689, -6.3001255 53.339161, -6.3004228 53.33931, -6.300447 53.3393006, -6.3007723 53.3395331, -6.3004275 53.3395937, -6.3007205 53.3399127, -6.3001363 53.3400141, -6.3000058 53.340083, -6.3000055 53.3400987, -6.300358 53.3406097, -6.300595 53.3410835, -6.2992116 53.341298, -6.2991139 53.3410377, -6.2984109 53.3411268, -6.2983406 53.3409962, -6.2982317 53.3408433, -6.298228 53.3408359, -6.2982248 53.3408294, -6.2981504 53.3407262, -6.2981391 53.3407064, -6.2979794 53.3404545, -6.2978774 53.3402799, -6.2977705 53.340194, -6.297762 53.3401784, -6.2977608 53.3401632, -6.2977499 53.340146, -6.2966529 53.3403512, -6.2959938 53.3404809, -6.294984 53.3407034, -6.2948713 53.3407244, -6.2947497 53.3407832, -6.2948799 53.3409813, -6.2950453 53.3411598, -6.295229 53.3413875, -6.2952415 53.3414079, -6.2952529 53.34145, -6.2952746 53.3414946, -6.295286 53.3415159, -6.2953771 53.3417744, -6.2954358 53.341933, -6.2954543 53.3419477, -6.2952735 53.341984, -6.2951013 53.3420219, -6.2947776 53.3420982, -6.2937964 53.3423582, -6.2938049 53.3423366, -6.2937942 53.3423009, -6.293705 53.3421439, -6.2935824 53.3419362, -6.293462 53.3417592, -6.2933705 53.3416576, -6.2930156 53.3417418, -6.2931413 53.3419447, -6.292242 53.3420137, -6.2920929 53.3420251, -6.2918642 53.34147, -6.2919855 53.3414078, -6.291659 53.3409274, -6.2913152 53.3403982, -6.2907981 53.3396104, -6.2907742 53.339508, -6.2907769 53.3393904, -6.2907991 53.3392555, -6.2909285 53.3390763, -6.2910422 53.3389701, -6.2918189 53.3388431, -6.2928291 53.3387289, -6.2928831 53.3387216, -6.2929189 53.3387168, -6.2929026 53.3386792, -6.2929827 53.338668, -6.2931407 53.3385205, -6.2938433 53.3383813, -6.2939525 53.3383661, -6.2940862 53.3383524, -6.2944921 53.338322, -6.2945487 53.338302, -6.296781 53.3380538, -6.2969369 53.3380602, -6.2971612 53.3380554, -6.2974596 53.3380006, -6.2976519 53.3379709, -6.2978045 53.3379577, -6.2981595 53.3379364, -6.2984804 53.3379297, -6.2991192 53.3378796, -6.2992468 53.3378846, -6.29934 53.3381299, -6.2993765 53.3382358, -6.2994208 53.3384095))",hospital,St. James's Hospital
"POLYGON ((-6.3192423 53.3271596, -6.3189634 53.3273219, -6.3187307 53.3273572, -6.3183262 53.3271707, -6.3174793 53.3267496, -6.3172427 53.326632, -6.3171059 53.326556, -6.3167231 53.3263562, -6.3165043 53.3262463, -6.3161872 53.326087, -6.3167259 53.3257447, -6.3169186 53.3256223, -6.3172516 53.3254662, -6.3175949 53.3253284, -6.3180214 53.3251971, -6.3182306 53.3251458, -6.3186946 53.3250593, -6.3194698 53.3249968, -6.3202959 53.3249616, -6.32097 53.3249383, -6.3211503 53.3252277, -6.3210268 53.325258, -6.320916 53.3252884, -6.3209386 53.3253164, -6.3209931 53.3254011, -6.3210498 53.3254891, -6.3211176 53.325594, -6.3211436 53.3256338, -6.3211835 53.3256965, -6.3212433 53.3257918, -6.3213207 53.3259621, -6.3213543 53.3260179, -6.3213807 53.3260654, -6.3214148 53.3261221, -6.321409 53.326135, -6.3214646 53.3262237, -6.3215888 53.3263701, -6.3209636 53.326486, -6.3205047 53.3265977, -6.3200219 53.3267563, -6.319955 53.3267895, -6.319815 53.3268592, -6.3193193 53.3271192, -6.3192423 53.3271596))",hospital,Children's Health Ireland at Crumlin
"POLYGON ((-6.3955831 53.3231847, -6.3965633 53.3232507, -6.3970507 53.323527, -6.3971565 53.323587, -6.3972211 53.3236456, -6.3975568 53.3239392, -6.3976241 53.3241185, -6.3975184 53.3243346, -6.3973676 53.3247759, -6.3965533 53.3247399, -6.396689 53.3240854, -6.3956334 53.3240133, -6.3955831 53.3231847))",parking,
"POLYGON ((-6.3593656 53.2777408, -6.3591941 53.2772845, -6.359187 53.2772657, -6.3583444 53.277432, -6.35819 53.2774625, -6.3580521 53.2774897, -6.3578348 53.2777397, -6.3578923 53.2777904, -6.3579161 53.2778155, -6.3579768 53.2778834, -6.3580805 53.2778387, -6.3580847 53.2778591, -6.3584521 53.2778295, -6.3587504 53.277852, -6.3593656 53.2777408))",parking,
"POLYGON ((-6.2683735 53.3517069, -6.267807 53.3514984, -6.2679527 53.3513774, -6.2679884 53.3513477, -6.2675841 53.3511845, -6.2681687 53.3509733, -6.2684876 53.3507566, -6.2685136 53.3506807, -6.2688344 53.3505164, -6.2691584 53.3507502, -6.2693536 53.3509015, -6.2696979 53.3510139, -6.2696629 53.3512151, -6.2696129 53.3512801, -6.2693123 53.351671, -6.2691579 53.3518718, -6.2690688 53.3519256, -6.2683735 53.3517069))",university,Technological University Dublin - Bolton Street Campus
"POLYGON ((-6.3152088 53.3498558, -6.3154573 53.3502345, -6.3153614 53.3502575, -6.3151908 53.3500096, -6.315061 53.3498634, -6.3152088 53.3498558))",parking,
"POLYGON ((-6.2608265 53.3455005, -6.2608133 53.3454082, -6.2607988 53.3453061, -6.2608353 53.3452837, -6.2608851 53.3452532, -6.2610186 53.3452451, -6.2611174 53.3452947, -6.2611404 53.3453479, -6.2615486 53.3453317, -6.2615672 53.3454601, -6.2608265 53.3455005))",parking,Fleet Street Car Park
"POLYGON ((-6.2643667 53.3418451, -6.2641813 53.3417993, -6.2641361 53.3417883, -6.2640424 53.341766, -6.2639818 53.3417523, -6.2638865 53.3417313, -6.2637938 53.3417053, -6.2638786 53.3415839, -6.2640755 53.3412815, -6.2641251 53.3412683, -6.2647567 53.3414051, -6.2646587 53.3415854, -6.2645819 53.3416806, -6.2645419 53.3417158, -6.2644521 53.3417913, -6.2644071 53.3417822, -6.2643667 53.3418451))",parking,Drury Street Car Park
"POLYGON ((-6.4095224 53.3414232, -6.4095116 53.3414779, -6.4094813 53.3416324, -6.4094627 53.3417156, -6.4099386 53.3417489, -6.409996 53.3414563, -6.4095224 53.3414232))",parking,
"POLYGON ((-6.3620822 53.2725034, -6.3616052 53.2725987, -6.3615151 53.2724397, -6.3611906 53.272305, -6.3615704 53.2720072, -6.3617952 53.2719522, -6.3620822 53.2725034))",parking,
"POLYGON ((-6.2594103 53.3355796, -6.2592771 53.3355527, -6.2594482 53.3352555, -6.2593696 53.3352363, -6.2595893 53.3349337, -6.2596188 53.3348883, -6.2599056 53.3349391, -6.2595911 53.3354268, -6.259518 53.335407, -6.2594103 53.3355796))",parking,National Concert Hall Backstage
"POLYGON ((-6.4549176 53.2372442, -6.4553445 53.2372672, -6.4554803 53.2370136, -6.4547332 53.2369708, -6.4548237 53.2371446, -6.4549176 53.2372442))",parking,
"POLYGON ((-6.3676364 53.3067705, -6.3671472 53.3071705, -6.3675334 53.3073449, -6.3674965 53.3073741, -6.3669755 53.307786, -6.3671214 53.3078629, -6.3682115 53.3070372, -6.3676364 53.3067705))",parking,
"POLYGON ((-6.3648796 53.3184116, -6.3651384 53.3186324, -6.3652854 53.3187836, -6.3652308 53.3188257, -6.3635811 53.3194246, -6.36349 53.3193293, -6.3634401 53.3193443, -6.3632755 53.3191571, -6.3634078 53.319118, -6.3634297 53.3191443, -6.3635007 53.319145, -6.3635844 53.3191336, -6.3642358 53.3189162, -6.364254 53.3187651, -6.3643104 53.318764, -6.3643524 53.3185433, -6.3644193 53.3185182, -6.3647873 53.3183881, -6.3648796 53.3184116))",parking,
"POLYGON ((-6.3017522 53.3299923, -6.3015281 53.3296108, -6.3021729 53.3294698, -6.302808 53.3306077, -6.302499 53.3308025, -6.3021643 53.3312536, -6.3003541 53.3309674, -6.3002176 53.3307709, -6.301125 53.3305797, -6.3013248 53.3308863, -6.3021552 53.3307117, -6.3019589 53.3303905, -6.3020239 53.3303784, -6.3018241 53.3300693, -6.3017522 53.3299923))",parking,
"POLYGON ((-6.3565016 53.3169704, -6.3568474 53.3167431, -6.3569224 53.3167272, -6.3569942 53.3167035, -6.357118 53.3168437, -6.3570306 53.3168742, -6.3569817 53.3168901, -6.3565816 53.3170228, -6.3565016 53.3169704))",parking,
"POLYGON ((-6.357118 53.3168437, -6.3577269 53.3174639, -6.3576051 53.3175119, -6.3569817 53.3168901, -6.3570306 53.3168742, -6.357118 53.3168437))",parking,
"POLYGON ((-6.2663424 53.2617295, -6.2673301 53.2614386, -6.2671455 53.2609935, -6.2670788 53.2608326, -6.2669734 53.2608572, -6.2669536 53.2608184, -6.2659079 53.2610261, -6.2663424 53.2617295))",parking,Stackstown Golf Club
"POLYGON ((-6.545217 53.350595, -6.5448381 53.3502983, -6.5447363 53.3500795, -6.5448772 53.3500116, -6.5454758 53.3498824, -6.5458565 53.3498269, -6.5459252 53.3498153, -6.5460047 53.3498009, -6.5460322 53.3498581, -6.5460813 53.3498501, -6.5461913 53.3500654, -6.5461363 53.3500742, -6.5461684 53.3501408, -6.5460849 53.3501576, -6.546001 53.3501744, -6.5460206 53.3502119, -6.5453784 53.3503248, -6.5453418 53.3503333, -6.5454408 53.3505391, -6.545217 53.350595))",parking,
"POLYGON ((-6.4689638 53.2831149, -6.4688797 53.2831434, -6.4685547 53.2832016, -6.4679391 53.2832917, -6.4674739 53.2833747, -6.4674471 53.2833377, -6.4676241 53.283284, -6.4676731 53.2830508, -6.4680156 53.2830653, -6.468285 53.2830336, -6.46864 53.2829886, -6.4688903 53.2829625, -6.4689638 53.2831149))",fuel,Circle K Rathcoole
"POLYGON ((-6.5952036 53.2482674, -6.5952845 53.2477612, -6.5962006 53.2474044, -6.596636 53.2477245, -6.5952036 53.2482674))",fuel,Maxol
"POLYGON ((-6.2604731 53.327125, -6.2605389 53.326843, -6.2598066 53.3267869, -6.2597954 53.3268349, -6.2597847 53.3268942, -6.2599435 53.3270486, -6.2604731 53.327125))",parking,
"POLYGON ((-6.2641492 53.3173582, -6.2641586 53.3173177, -6.2642996 53.3173038, -6.2644204 53.3172952, -6.2644401 53.3173421, -6.2644582 53.3174549, -6.2642697 53.3174794, -6.2641967 53.3174889, -6.2641104 53.3174885, -6.2641101 53.3174633, -6.2641152 53.317374, -6.2641492 53.3173582))",parking,
"POLYGON ((-6.2829507 53.3422413, -6.282825 53.3422401, -6.2828331 53.3419667, -6.2826062 53.3419679, -6.2826082 53.3420042, -6.2821381 53.3420091, -6.282136 53.3419643, -6.2822293 53.3419619, -6.282213 53.3418928, -6.2822993 53.3418806, -6.2831087 53.3418784, -6.2831107 53.3419885, -6.2829588 53.3419897, -6.2829507 53.3422413))",parking,
"POLYGON ((-6.5115695 53.3400489, -6.5115367 53.3394887, -6.511461 53.3394894, -6.5112307 53.339669, -6.5111593 53.3396512, -6.5111178 53.3397013, -6.5110914 53.3396951, -6.5110209 53.3397669, -6.5109906 53.3397794, -6.5109272 53.3397546, -6.5107605 53.3399056, -6.510733 53.3399151, -6.5100905 53.3401528, -6.5101555 53.3402074, -6.5099386 53.3402979, -6.5098798 53.340332, -6.5098303 53.3404203, -6.5097821 53.340575, -6.5097256 53.340827, -6.5098038 53.3408339, -6.5100124 53.34083, -6.5099822 53.3405003, -6.5103106 53.3404943, -6.5103042 53.3404031, -6.51062 53.3403964, -6.5109298 53.3403826, -6.5109043 53.3400675, -6.5115695 53.3400489))",parking,
"POLYGON ((-6.3699103 53.3174041, -6.369733 53.3174063, -6.3694321 53.3173923, -6.3691785 53.3173655, -6.3689101 53.3172865, -6.3687465 53.3171967, -6.3685972 53.3171054, -6.3683404 53.3168445, -6.3676892 53.3161839, -6.3674633 53.3159509, -6.3674532 53.315922, -6.367408 53.3159112, -6.3674185 53.3158704, -6.3675181 53.3157699, -6.3676532 53.3157322, -6.3677828 53.3157494, -6.3688913 53.3160089, -6.369223 53.3161239, -6.3693866 53.316207, -6.3694843 53.3162934, -6.3699103 53.3174041))",parking,Luas Red Cow Park & Ride
"POLYGON ((-6.4528445 53.3492014, -6.4526099 53.3492615, -6.4523357 53.3493497, -6.4521361 53.3492793, -6.4519014 53.3492207, -6.4516751 53.3491545, -6.4513423 53.3490718, -6.4514318 53.3489608, -6.45153 53.3488589, -6.4516581 53.348785, -6.4517887 53.3487351, -6.451971 53.3487039, -6.4521452 53.3486681, -6.4523624 53.3487264, -6.4525203 53.3487876, -6.4527343 53.3488756, -6.4528703 53.3489812, -6.4526825 53.3490347, -6.4528445 53.3492014))",parking,
"POLYGON ((-6.452152 53.3485119, -6.4515783 53.3486246, -6.4515362 53.3485907, -6.4514263 53.3485253, -6.4513015 53.3484525, -6.4512117 53.3483395, -6.4511644 53.348258, -6.4511744 53.3481575, -6.4511806 53.3480201, -6.4512677 53.3477174, -6.4514071 53.3472059, -6.4514465 53.3470866, -6.4519745 53.3472286, -6.4519086 53.3473441, -6.4518775 53.3474574, -6.4518773 53.3476061, -6.4518463 53.3476728, -6.4517702 53.3478508, -6.4517997 53.3479551, -6.4518806 53.3480806, -6.4520361 53.3482987, -6.452152 53.3485119))",parking,
